,mission,datetime,viewing_zenith_angle,viewing_azimuth_angle,solar_zenith_angle,solar_azimuth_angle
0,TRUTHS,2020-02-04 19:02,2.5836469704840823,161.08532393459586,44.59557730831889,246.57296413720135
1,TRUTHS,2020-03-06 17:00,1.7328789365529929,161.21821675496824,13.50008645581714,246.7316547069492
2,TRUTHS,2020-04-06 14:59,0.7875132720606501,17.498313444350487,17.106457822262684,66.3239837519144
3,TRUTHS,2020-05-07 12:57,0.276458314161033,160.7446362878167,47.17376084632024,66.46003479543194
4,TRUTHS,2020-08-03 19:09,1.6806319126274332,161.3171719010328,48.20806707033156,293.39676291601177
5,TRUTHS,2020-09-03 17:07,0.7344351455284226,159.6039841340869,18.526682081065417,293.2044928921807
6,TRUTHS,2020-10-04 15:06,0.3312589664841709,156.60850210940222,11.584132503154407,114.00291909081332
7,TRUTHS,2020-11-04 13:04,1.2471497475004014,161.11987423022458,42.23633775601566,113.59980150783424
8,Sentinel2,2020-01-10 14:28,0.784364127289976,102.48894757244722,32.58048325541428,134.02085116799847
9,Sentinel2,2020-01-20 14:27,2.482047942752729,102.48885873898315,32.271225211005465,130.17844741007428
10,Sentinel2,2020-01-30 14:27,4.198704755176564,102.48853022744346,31.527980229278434,125.54138839021546
11,Sentinel2,2020-02-09 14:26,5.930369990253212,102.4909465938232,30.453659301244663,120.08245252998881
12,Sentinel2,2020-02-19 14:25,7.797119069225516,112.82045541188666,29.179079260165718,113.75751096416474
13,Sentinel2,2020-02-29 14:24,9.4187791983138,102.49680868039843,27.906429335375517,106.50443799852181
14,Sentinel2,2020-03-23 14:32,8.557440663113468,282.4792754265065,23.44664016995412,86.57195799858357
15,Sentinel2,2020-04-02 14:31,6.744179485869836,282.48105085128265,23.43161965212386,76.679639511442
16,Sentinel2,2020-04-12 14:31,4.903820111444389,282.48348981365086,24.038922621540028,67.42814705164888
17,Sentinel2,2020-04-22 14:30,3.037652217442229,282.4848727646766,25.174806866204026,59.454379699594966
18,Sentinel2,2020-05-02 14:29,2.7346514582465034,347.7120850905539,26.682770654657467,53.12359131929629
19,Sentinel2,2020-05-12 14:28,2.1228113522148675,171.27450414870756,28.307582822500937,48.40492105592606
20,Sentinel2,2020-05-22 14:27,2.704681515753407,102.48885911900958,29.940650861690703,45.30330528101153
21,Sentinel2,2020-06-01 14:26,4.658590552381199,102.49089266181088,31.373908126499053,43.55422785166408
22,Sentinel2,2020-06-11 14:25,6.624693230813207,102.49235782062438,32.4942622764637,42.987653311249396
23,Sentinel2,2020-06-21 14:25,8.596611429421046,102.4949383312508,33.212721442043495,43.44162964091638
24,Sentinel2,2020-07-14 14:32,8.887573709426562,282.47866217965236,31.309144796676232,45.04560405881005
25,Sentinel2,2020-07-24 14:31,6.8569788779986,282.480368076768,30.411070987303592,48.30256007659216
26,Sentinel2,2020-08-03 14:30,4.796539040283662,282.48235275771856,29.108983347162354,52.39005840336379
27,Sentinel2,2020-08-13 14:30,2.709674771304819,282.4859307173306,27.505381686241048,57.42363796250342
28,Sentinel2,2020-08-23 14:29,0.5989169793993625,282.4929800291675,25.744561137107855,63.576945753763546
29,Sentinel2,2020-09-02 14:28,1.5334417588168634,102.48766975753544,24.015760157909213,71.04282014270963
30,Sentinel2,2020-09-12 14:27,3.6844964832233984,102.48945534376038,22.54911778073625,79.92642857206246
31,Sentinel2,2020-09-22 14:26,5.849997073686538,102.49106637563654,21.59055805159818,90.05295728015889
32,Sentinel2,2020-10-02 14:25,8.024019196643223,102.49361638232193,21.342449867317832,100.78737688669352
33,Sentinel2,2020-10-12 14:24,10.199193668623522,102.49667076908894,21.886368253128218,111.11215427583168
34,Sentinel2,2020-10-25 14:32,9.009348252288945,282.47849814543713,21.580242045422537,125.69053795578264
35,Sentinel2,2020-11-04 14:31,6.778658329244095,282.4796169125683,23.636044517906996,132.22722754318633
36,Sentinel2,2020-11-14 14:30,4.513228300962069,282.48083962634803,25.854993406635092,136.50425624699037
37,Sentinel2,2020-11-24 14:29,2.2202062436534504,282.4833083481063,28.010354894646984,138.86340817436277
38,Sentinel2,2020-12-04 14:28,0.2463237178483837,34.98274528652692,29.926867503133177,139.6445720201346
39,Sentinel2,2020-12-14 14:27,2.4251403685075275,102.48996397289146,31.472157078783134,139.1353985746254
40,Sentinel2,2020-12-24 14:26,4.768250390541212,102.49239022997415,32.56406802297726,137.5407924789577
