42,Sentinel2,0.036408,0.05482,0.061179,0.07839,0.116945,0.133792,0.140354,0.142439,0.148402,0.186163,0.148434
43,Sentinel2,0.035767,0.053895,0.060096,0.077064,0.114921,0.131448,0.137909,0.139961,0.14584,0.182979,0.14585
44,Sentinel2,0.035533,0.053085,0.059751,0.075874,0.111485,0.127353,0.133798,0.13585,0.141822,0.180688,0.144612
45,Sentinel2,0.035002,0.052804,0.058803,0.075501,0.112599,0.12877,0.135109,0.137123,0.142896,0.179215,0.142774
46,Sentinel2,0.034809,0.051981,0.058536,0.074287,0.10887,0.124316,0.130651,0.132668,0.13856,0.176955,0.141658
47,Sentinel2,0.033962,0.050704,0.057111,0.072453,0.105933,0.120922,0.127125,0.129102,0.134892,0.172626,0.138209
48,Sentinel2,0.033001,0.04927,0.055494,0.070398,0.102736,0.117245,0.123299,0.125229,0.130895,0.167763,0.134307
49,Sentinel2,0.031963,0.047737,0.053744,0.068201,0.099414,0.113445,0.119337,0.121215,0.126738,0.162549,0.130098
50,Sentinel2,0.030902,0.046187,0.051956,0.065984,0.096158,0.10974,0.115465,0.11729,0.122659,0.157271,0.125809
51,Sentinel2,0.029899,0.044741,0.050263,0.063916,0.093215,0.106408,0.111974,0.113748,0.118964,0.152332,0.121767
52,Sentinel2,0.029056,0.043544,0.048837,0.062207,0.090874,0.103773,0.109204,0.110935,0.116014,0.148227,0.118379
53,Sentinel2,0.02847,0.042744,0.047845,0.061065,0.089421,0.102151,0.107487,0.109187,0.114164,0.145451,0.116047
54,Sentinel2,0.028223,0.042455,0.047419,0.060658,0.089082,0.101794,0.107087,0.108773,0.113694,0.144393,0.115091
55,Sentinel2,0.028337,0.042269,0.047651,0.060375,0.087539,0.099944,0.10527,0.106969,0.111989,0.144154,0.11534
