,mission,datetime,viewing_zenith_angle,viewing_azimuth_angle,solar_zenith_angle,solar_azimuth_angle
0,TRUTHS,2020-02-15 06:22,0.1206463757710878,43.26238201632623,68.82567287489749,213.64417124727072
1,TRUTHS,2020-03-17 04:20,0.6857763154569625,85.35870472141264,51.24484724030374,183.9296838053704
2,TRUTHS,2020-04-08 02:51,4.418769836796443,68.09189765862983,45.14111995582297,154.88311130919703
3,TRUTHS,2020-04-17 02:19,1.3609478887515962,124.1067949304109,44.527543552428455,143.47452136052692
4,TRUTHS,2020-05-09 00:49,3.825092771625833,26.742770478156686,49.44966971292309,113.97218899836602
5,TRUTHS,2020-05-18 00:17,1.9898996348215403,162.2822951691781,52.6509794661082,104.6431865676816
6,TRUTHS,2020-06-08 22:48,3.289101625733039,3.995413080563239,64.92349509175494,83.57315165681057
7,TRUTHS,2020-06-17 22:15,2.526606701106616,169.1950572653522,69.97957194806895,77.087624391757
8,TRUTHS,2020-07-02 09:18,2.332698530306047,5.053852940817023,65.45817180330364,277.1003459317105
9,TRUTHS,2020-07-24 07:49,2.838176584614573,164.45847578739802,53.17344103721833,256.3456104089188
10,TRUTHS,2020-08-02 07:17,2.9805145502862302,25.890717454124115,49.93546808496808,247.21747933486944
11,TRUTHS,2020-08-24 05:47,2.301835348519859,125.9769385093504,44.71892981302723,218.3344999614237
12,TRUTHS,2020-09-02 05:15,3.510621622606962,65.50878775996009,45.146138641343505,207.1045220722211
13,TRUTHS,2020-09-24 03:46,1.6527185289213264,85.80086361199565,50.63922217832145,178.17910569209363
14,TRUTHS,2020-10-03 03:14,4.129268307679652,103.45742773519703,54.630822000733225,169.34158352805207
15,TRUTHS,2020-10-25 01:44,0.9883386113370848,56.01924461995958,67.47277909728909,148.26264925225996
16,Sentinel2,2020-02-01 03:08,2.683903246792383,105.47941261716547,68.79740239791931,163.2864138965186
17,Sentinel2,2020-02-11 03:07,4.156671908981721,80.81742665416233,65.8851590239878,162.22285578382545
18,Sentinel2,2020-02-14 03:17,9.818264694763826,287.1919989177766,64.45481723791569,164.5864492011569
19,Sentinel2,2020-02-21 03:06,4.895054832933525,105.18077600804425,62.527471608630435,161.375220870267
20,Sentinel2,2020-02-24 03:16,8.736298303845174,287.03989675719004,60.969890551420356,163.89444340139295
21,Sentinel2,2020-03-02 03:05,6.017238946124024,105.02814696055098,58.84878259774254,160.6896615854224
22,Sentinel2,2020-03-05 03:15,7.7901368432739275,275.3218504844958,57.199864249654944,163.40205562545307
23,Sentinel2,2020-03-12 03:05,7.1475351223040775,104.87371104280635,54.96679479809098,160.1423780237891
24,Sentinel2,2020-03-15 03:14,6.510913067008929,286.7304860254315,53.27082516693705,163.02255961968027
25,Sentinel2,2020-03-22 03:04,8.283830353791402,104.71902446125338,51.00187181476718,159.67336731478207
26,Sentinel2,2020-03-25 03:13,5.370985413661899,286.5740543475928,49.29423408382184,162.73150395721137
27,Sentinel2,2020-04-01 03:03,9.424666439260733,104.5625547522312,47.07236254477492,159.20356552126015
28,Sentinel2,2020-04-04 03:13,4.215637897620596,286.41750425775945,45.387607881518406,162.42976188631778
29,Sentinel2,2020-04-14 03:12,3.046470993345153,286.2582093885842,41.662893195754855,162.01846715817527
30,Sentinel2,2020-04-24 03:11,1.8914642940135593,295.8172711569611,38.22910933650665,161.3904794982914
31,Sentinel2,2020-05-04 03:10,1.285993741367406,227.2967339784446,35.1874055718105,160.47995586833886
32,Sentinel2,2020-05-14 03:09,0.5392811234913353,105.77714611492485,32.642890630730705,159.1830849684714
33,Sentinel2,2020-05-24 03:08,1.761728426590281,105.60709166791119,30.67603024865262,157.5675151857836
34,Sentinel2,2020-06-03 03:07,2.998195661709616,105.43766412530208,29.354726673724407,155.74433334561033
35,Sentinel2,2020-06-13 03:07,4.247932548534109,105.26679109213816,28.714935274705265,153.93827763893282
36,Sentinel2,2020-06-16 03:16,9.32370105240814,287.12240119636283,28.00002609056356,158.0478186843249
37,Sentinel2,2020-06-23 03:06,5.509240081698252,105.0962349917617,28.756528876278843,152.42517857358015
38,Sentinel2,2020-06-26 03:15,8.091116044083677,286.9497494612111,28.20570019505704,156.61968580193252
39,Sentinel2,2020-07-03 03:05,6.779661398549067,104.92377417313129,29.44576502925771,151.4512989622777
40,Sentinel2,2020-07-06 03:14,6.8362815622465405,286.7755260300402,29.0583322063516,155.73234879292633
41,Sentinel2,2020-07-13 03:04,8.056432683618794,104.74994488834784,30.725903933161238,151.16392604766307
42,Sentinel2,2020-07-16 03:13,5.561129847314291,286.6000212876707,30.4996263756955,155.51598947759675
43,Sentinel2,2020-07-23 03:03,9.337051730690277,104.57468379956636,32.530462144177484,151.58720184611897
44,Sentinel2,2020-07-26 03:13,4.2681086721580925,286.4245766578589,32.46223629218483,155.97664245346365
45,Sentinel2,2020-08-05 03:12,2.9596107000839,286.2458050024323,34.8786225262654,157.0224735429303
46,Sentinel2,2020-08-15 03:11,1.637467734809377,286.0687280999166,37.68425794369977,158.5060037602139
47,Sentinel2,2020-08-25 03:10,0.30267817105934114,285.88913514627643,40.81657811669105,160.26124090566725
48,Sentinel2,2020-09-04 03:09,1.044545281786938,105.70163182250936,44.21199024130732,162.1279781590417
49,Sentinel2,2020-09-14 03:08,2.40442849162433,105.51739128228846,47.80266867591482,163.9643204445685
50,Sentinel2,2020-09-24 03:07,3.7771080538425963,105.33156989900428,51.51402506844858,165.65128847540157
51,Sentinel2,2020-09-27 03:16,9.734550798889472,287.18129985921644,52.30001366303747,169.2182825546092
