,mission,492.4,559.8,664.6,704.1,740.5,782.8,832.8,864.7,945.1,1613.7,2202.4
0,TRUTHS,0.029537,0.050822,0.048614,0.072353,0.105085,0.115632,0.121396,0.123258,0.129311,0.165961,0.125713
1,TRUTHS,0.034707,0.056727,0.057607,0.080671,0.113489,0.124726,0.131143,0.133221,0.140068,0.186121,0.144964
2,TRUTHS,0.035823,0.057879,0.059566,0.082317,0.114854,0.126223,0.132816,0.134952,0.142018,0.190515,0.149157
3,TRUTHS,0.035907,0.057968,0.059713,0.082446,0.114985,0.126368,0.132975,0.135115,0.142198,0.190864,0.149478
4,TRUTHS,0.035093,0.057212,0.058271,0.081358,0.11426,0.125567,0.132042,0.134138,0.141052,0.187782,0.146451
5,TRUTHS,0.034448,0.056517,0.057142,0.080367,0.113359,0.124581,0.130958,0.133022,0.139815,0.185207,0.144018
6,TRUTHS,0.031145,0.053044,0.051344,0.075437,0.108913,0.119744,0.125673,0.127589,0.133827,0.172609,0.131766
7,TRUTHS,0.029132,0.050487,0.047884,0.071877,0.104798,0.115325,0.121047,0.122895,0.128892,0.164679,0.124287
8,TRUTHS,0.030939,0.052747,0.050995,0.075023,0.108373,0.119161,0.125067,0.126976,0.13319,0.171716,0.130976
9,TRUTHS,0.034353,0.056467,0.056968,0.080294,0.113414,0.12464,0.131001,0.133059,0.13983,0.184926,0.143687
10,TRUTHS,0.034967,0.05703,0.058058,0.081105,0.113956,0.125239,0.131695,0.133785,0.140678,0.18721,0.145958
11,TRUTHS,0.035879,0.057937,0.059665,0.082401,0.114935,0.126313,0.132916,0.135055,0.142132,0.190746,0.149371
12,TRUTHS,0.035822,0.057875,0.059563,0.082311,0.114843,0.12621,0.132803,0.134939,0.142006,0.190503,0.149149
13,TRUTHS,0.034822,0.056849,0.05781,0.080846,0.113654,0.124907,0.131342,0.133426,0.140294,0.186582,0.145399
14,TRUTHS,0.034036,0.056155,0.056408,0.079847,0.11306,0.124252,0.130565,0.132608,0.139319,0.183717,0.142507
15,TRUTHS,0.030096,0.051477,0.04958,0.073262,0.106011,0.11662,0.122442,0.124324,0.130448,0.168041,0.127751
16,Sentinel2,0.029547,0.05083,0.048631,0.072364,0.105093,0.115641,0.121405,0.123268,0.129322,0.16599,0.125745
17,Sentinel2,0.030747,0.052433,0.050677,0.074587,0.107747,0.118486,0.124372,0.126275,0.132469,0.170825,0.130227
18,Sentinel2,0.031269,0.053094,0.051575,0.075512,0.108815,0.119637,0.125582,0.127504,0.133766,0.172924,0.132181
19,Sentinel2,0.031836,0.053565,0.052592,0.076185,0.109175,0.120028,0.126047,0.127994,0.134354,0.174825,0.134212
20,Sentinel2,0.032318,0.054161,0.053425,0.077027,0.110151,0.121089,0.127167,0.129133,0.135562,0.176802,0.136036
21,Sentinel2,0.032956,0.054967,0.054523,0.078163,0.111465,0.122515,0.128676,0.130669,0.137193,0.179462,0.138461
22,Sentinel2,0.033383,0.055329,0.055283,0.078674,0.111667,0.12273,0.128953,0.130966,0.137573,0.180915,0.139994
23,Sentinel2,0.033934,0.056003,0.056238,0.079634,0.112773,0.12394,0.130239,0.132277,0.138973,0.183243,0.142107
24,Sentinel2,0.03432,0.056439,0.056911,0.080256,0.113406,0.124632,0.130988,0.133045,0.139808,0.184816,0.143571
25,Sentinel2,0.034753,0.056773,0.057688,0.080737,0.113546,0.124789,0.131213,0.133293,0.140149,0.186299,0.145135
26,Sentinel2,0.035132,0.057267,0.058336,0.081436,0.114355,0.125669,0.13215,0.134248,0.141168,0.187957,0.146601
27,Sentinel2,0.035524,0.057631,0.05903,0.081957,0.114685,0.126033,0.132576,0.134695,0.141697,0.189428,0.148055
28,Sentinel2,0.035768,0.057815,0.05947,0.082226,0.114766,0.126126,0.132711,0.134843,0.141899,0.190285,0.148946
29,Sentinel2,0.036321,0.058373,0.060445,0.083031,0.115439,0.126872,0.133549,0.135712,0.142882,0.1925,0.151042
30,Sentinel2,0.036806,0.058861,0.061293,0.083724,0.115924,0.127401,0.134159,0.136349,0.143622,0.19439,0.152854
31,Sentinel2,0.037127,0.059076,0.061872,0.084037,0.115883,0.12736,0.134176,0.136385,0.143737,0.195467,0.154011
32,Sentinel2,0.037395,0.05934,0.062345,0.084418,0.11617,0.127679,0.134542,0.136768,0.144179,0.196544,0.155029
33,Sentinel2,0.037562,0.059446,0.062647,0.084574,0.116132,0.127641,0.134536,0.136771,0.144225,0.197105,0.155632
34,Sentinel2,0.037655,0.059471,0.062819,0.084613,0.115983,0.12748,0.134393,0.136635,0.144115,0.197346,0.155946
35,Sentinel2,0.037705,0.059505,0.062909,0.084662,0.115977,0.127473,0.134395,0.13664,0.144134,0.197516,0.156127
36,Sentinel2,0.037764,0.059554,0.063015,0.084732,0.115998,0.127498,0.134431,0.13668,0.144188,0.197736,0.156346
37,Sentinel2,0.0377,0.059499,0.062902,0.084653,0.115964,0.12746,0.134381,0.136626,0.144119,0.197495,0.156109
38,Sentinel2,0.037747,0.059539,0.062984,0.084711,0.115988,0.127487,0.134417,0.136664,0.144168,0.19767,0.156282
39,Sentinel2,0.037648,0.059466,0.062807,0.084605,0.115982,0.127479,0.13439,0.136632,0.144111,0.197322,0.155921
40,Sentinel2,0.037676,0.059483,0.062858,0.08463,0.11597,0.127466,0.134383,0.136626,0.144113,0.197414,0.156022
41,Sentinel2,0.03756,0.059447,0.062642,0.084575,0.116141,0.127651,0.134545,0.136781,0.144234,0.197101,0.155624
42,Sentinel2,0.037576,0.05945,0.062673,0.08458,0.11611,0.127617,0.134515,0.136751,0.144209,0.19714,0.155678
43,Sentinel2,0.037411,0.059362,0.062372,0.08445,0.116208,0.127721,0.134587,0.136813,0.144228,0.196619,0.155092
44,Sentinel2,0.037419,0.059375,0.062386,0.084468,0.116233,0.127748,0.134616,0.136842,0.144258,0.196661,0.155127
45,Sentinel2,0.037161,0.059103,0.061932,0.084076,0.115892,0.12737,0.134192,0.136404,0.143764,0.195588,0.154135
46,Sentinel2,0.0369,0.059,0.061451,0.08392,0.116175,0.127675,0.134448,0.136643,0.143932,0.194841,0.153231
47,Sentinel2,0.036426,0.058436,0.060635,0.083123,0.115396,0.126826,0.133521,0.135691,0.142886,0.192831,0.151413
48,Sentinel2,0.035957,0.058033,0.0598,0.08254,0.115101,0.126496,0.133111,0.135254,0.142346,0.191095,0.149678
49,Sentinel2,0.035419,0.057589,0.058836,0.081893,0.114788,0.126143,0.132668,0.134781,0.141756,0.189132,0.147692
50,Sentinel2,0.034654,0.056674,0.057512,0.080596,0.113431,0.124662,0.131071,0.133146,0.139983,0.185915,0.144763
51,Sentinel2,0.034512,0.056561,0.057258,0.080432,0.113362,0.124585,0.130972,0.133039,0.139846,0.185418,0.144248
52,Sentinel2,0.033863,0.055901,0.056116,0.079488,0.112573,0.123721,0.13001,0.132045,0.138731,0.18291,0.141824
53,Sentinel2,0.033669,0.05565,0.055781,0.079131,0.112125,0.12323,0.129493,0.131519,0.138176,0.18206,0.141071
54,Sentinel2,0.032937,0.054962,0.054488,0.078155,0.111486,0.122539,0.128697,0.130688,0.137208,0.179416,0.138399
55,Sentinel2,0.032749,0.054814,0.054148,0.077941,0.111394,0.122436,0.128567,0.13055,0.137035,0.178781,0.137721
56,Sentinel2,0.03187,0.053608,0.052648,0.076245,0.10923,0.120087,0.126111,0.128059,0.134425,0.174961,0.134337
57,Sentinel2,0.031656,0.053402,0.052268,0.075951,0.108987,0.119822,0.125818,0.127757,0.134089,0.174188,0.133555
58,Sentinel2,0.030828,0.052551,0.050811,0.07475,0.10794,0.118691,0.124588,0.126494,0.132699,0.171172,0.130533
