datetime,distance_km,satellite_latitude_deg,satellite_longitude_deg,site_latitude_deg,site_longitude_deg,view_zenith_angle_deg,satellite_azimuth_deg,satellite_elevation_deg,solar_azimuth_deg,solar_elevation_deg
2020-01-11 00:40:05.599999+00:00,0.019520703068801614,40.00745301814896,-119.77109670317233,40.0,-119.99999999999999,1.95047160336577,87.50119649125071,88.04952839663423,239.461586258287,1.4185734900529376
2020-02-10 22:38:32.899999+00:00,0.012298636356556968,40.00497018923235,-119.8558022922601,40.0,-119.99999999999999,1.2453523846962469,87.38653185278048,88.75464761530375,219.4941166608678,26.18961268891372
2020-03-12 20:36:58.299999+00:00,0.005779444874601714,40.00481807969635,-119.93246156209331,40.0,-119.99999999999999,0.5818527179165329,84.67672573921756,89.41814728208347,190.00459940695274,46.6574469984485
2020-04-12 18:35:27.599999+00:00,0.002161057762310898,40.001880734833385,-120.02524368330745,40.0,-119.99999999999999,0.21565068899397488,275.5433472312922,89.78434931100603,142.70880715415115,53.7088947843481
2020-05-13 16:33:55.899999+00:00,0.009723025323115104,39.99402269190534,-120.11383858267074,40.0,-119.99999999999999,0.9821689285889761,266.12970241556206,89.01783107141102,100.97657257084532,41.74635506837977
2020-06-10 02:44:54.199999+00:00,0.009643851596112663,39.9947357155813,-119.88703171084398,40.0,-119.99999999999999,0.963673482159848,93.43221117964121,89.03632651784015,294.76214630560924,6.474697940981634
2020-06-13 14:32:20.999999+00:00,0.01614970424511127,39.991151657233964,-120.18917044663704,40.0,-119.99999999999999,1.6311141755513034,266.5794059097478,88.3688858244487,76.41071181927212,20.61401990811531
2020-07-05 13:02:58.299999+00:00,0.04549431832312653,40.024774327374395,-119.4669558015695,40.0,-119.99999999999999,4.54143418039564,86.36848516312605,85.45856581960436,62.97646820954757,3.435306021268455
2020-07-11 00:43:23.999999+00:00,0.0015564805503833438,39.99760127320988,-119.98200364908256,40.0,-119.99999999999999,0.15619076343827487,99.82982785054683,89.84380923656173,275.18455361910605,29.37243769926995
2020-08-10 22:41:49.899999+00:00,0.005191934977225346,40.00457746955281,-120.06064153268574,40.0,-119.99999999999999,0.5263274393569901,275.6272173392134,89.47367256064301,245.30624143236474,47.88973176714951
2020-09-10 20:40:16.299999+00:00,0.012056623039789365,40.004328282132235,-120.14138968436166,40.0,-119.99999999999999,1.2080557486394383,272.3257366660494,88.79194425136056,198.32148116391474,53.17526552707873
2020-10-11 18:38:46.199999+00:00,0.02019292644977377,40.00773252253959,-120.23678512934089,40.0,-119.99999999999999,2.0193908802261973,272.5085281157147,87.9806091197738,157.80586752792155,40.076381585152234
2020-11-02 17:09:23.299999+00:00,0.04149605546231253,39.98110083747579,-119.51368907535044,40.0,-119.99999999999999,4.187151014961273,92.73709787906782,85.81284898503873,138.67364648222443,24.31091515738586
2020-11-11 16:37:13.099999+00:00,0.027276467715871718,40.01343375001043,-120.31967097626372,40.0,-119.99999999999999,2.762077190974537,273.23179193588584,87.23792280902546,133.2436333910951,17.76938542895004
