datetime,distance_km,satellite_latitude_deg,satellite_longitude_deg,site_latitude_deg,site_longitude_deg,view_zenith_angle_deg,satellite_azimuth_deg,satellite_elevation_deg,solar_azimuth_deg,solar_elevation_deg
2020-02-19 06:02:27.499999+00:00,0.03725056021466185,70.01220058048882,120.97882080892097,70.0,119.99999999999999,3.739016908388635,87.45385970237466,86.26098309161137,206.73547365269354,6.412502545561665
2020-02-28 05:30:17.699999+00:00,0.006503083661198039,69.99887035093822,120.17090456681771,70.0,119.99999999999999,0.6514317919236703,91.02602766267685,89.34856820807633,199.54945017325682,10.714983433735577
2020-03-08 04:58:08.499999+00:00,0.024324627023882394,69.99776666616975,119.36066378352166,70.0,119.99999999999999,2.4249848104158787,269.7156773211368,87.57501518958412,192.21933817082387,14.859712275807468
2020-03-21 04:00:54.899999+00:00,0.03400645743964278,70.01198743273794,120.8934763910112,70.0,119.99999999999999,3.370009025393074,87.33477138278951,86.62999097460693,178.33352879822053,20.39055059871034
2020-03-30 03:28:46.399999+00:00,0.0030692967485597303,69.99788540850729,120.08043868864773,70.0,119.99999999999999,0.30396812403367335,94.35405555726254,89.69603187596633,170.2715991669604,23.661241241894345
2020-04-08 02:56:38.099999+00:00,0.027922093152570885,69.99332004190558,119.26640855281471,70.0,119.99999999999999,2.765584615142373,268.8209622221148,87.23441538485763,161.87456368064437,26.465648501213757
2020-04-21 01:59:24.699999+00:00,0.030386509091607103,70.00791942744154,120.79856608783692,70.0,119.99999999999999,3.023608413179602,87.96483061919898,86.9763915868204,146.1852676436052,29.022911620787895
2020-04-30 01:27:15.599999+00:00,0.0005498068242374388,70.00284184530304,119.98817423423337,70.0,119.99999999999999,0.05498099271703438,305.0806479080764,89.94501900728297,137.081339172434,30.223079071248204
2020-05-09 00:55:05.999999+00:00,0.031216260668503696,69.99380034690981,119.17976056577984,70.0,119.99999999999999,3.13145100658636,269.12051668589316,86.86854899341364,127.86286831005971,30.721015051957302
2020-05-10 12:44:21.899999+00:00,0.014869074832640189,69.99581321366068,120.39062048774328,70.0,119.99999999999999,1.4957103130795275,91.60995620255113,88.50428968692047,314.8164574545126,4.002200972885045
2020-05-19 12:12:11.999999+00:00,0.01584820810248474,70.0022651767041,119.5834407938581,70.0,119.99999999999999,1.5918300264761172,271.105989522604,88.40816997352388,307.99822085447147,8.096345106018097
2020-05-21 23:57:50.699999+00:00,0.027385779577416246,70.00490429635049,120.71981278714087,70.0,119.99999999999999,2.7533836530616895,88.52126863535713,87.24661634693831,111.86155263112047,29.318204460164157
2020-05-28 11:40:02.299999+00:00,0.04659952457856886,70.01243719117288,118.7752317814743,70.0,119.99999999999999,4.656488281359998,272.27533973144483,85.34351171864,301.02951368682875,11.992513346210693
2020-05-30 23:25:40.799999+00:00,0.0033345354888892013,69.99813145702946,119.91252222666414,70.0,119.99999999999999,0.33495867420448633,266.4701628502362,89.66504132579551,102.99636158546271,28.03066920604118
2020-06-01 11:14:57.099999+00:00,0.0426774286049346,69.99682815954382,121.12171759744898,70.0,119.99999999999999,4.257788837008178,89.94626189405058,85.74221116299182,295.4361624104019,14.466150042932316
2020-06-08 22:53:31.199999+00:00,0.03409464249457065,69.99320476709418,119.10414114917955,70.0,119.99999999999999,3.4093741050537147,269.15158110946544,86.59062589494629,94.44311904638408,26.115003393071675
2020-06-10 10:42:48.199999+00:00,0.011809958062028295,69.99599582171984,120.31018808218063,70.0,119.99999999999999,1.1748645175204189,92.01399058319359,88.82513548247958,288.1402932635772,18.001195642886668
2020-06-19 10:10:39.599999+00:00,0.019118329715635658,70.00221347664439,119.49746624265124,70.0,119.99999999999999,1.8952215795072362,270.9734520198343,88.10477842049276,280.5356463302208,21.163587940512468
2020-06-21 21:56:17.099999+00:00,0.02432233321296863,70.00796704971364,120.6390410808342,70.0,119.99999999999999,2.4182314679365646,87.61325752831785,87.58176853206344,80.2497141735773,21.456472635633748
2020-06-30 21:24:08.499999+00:00,0.0066147685038511275,70.00091558282911,119.82613991680843,70.0,119.99999999999999,0.6558385401037441,270.96320831634074,89.34416145989626,72.6350020165625,18.3157768372652
2020-07-02 09:13:26.499999+00:00,0.03913347446853362,69.99327548104097,121.02832698934151,70.0,119.99999999999999,3.871276684818284,90.6112004517994,86.12872331518172,266.40778770007773,25.851265080823804
2020-07-09 20:52:00.199999+00:00,0.03758902552596832,69.99756536060787,119.01200163239392,70.0,119.99999999999999,3.7179877875197462,270.0517330770987,86.28201221248025,65.35408286975156,14.806866896153473
2020-07-11 08:41:18.099999+00:00,0.00818104282637693,69.99826080273331,120.21497915970436,70.0,119.99999999999999,0.8120759749880335,91.25297475052572,89.18792402501197,257.92773980961096,27.79181355328692
2020-07-20 08:09:09.299999+00:00,0.02272110119111428,70.0079701421942,119.40308798477025,70.0,119.99999999999999,2.2631948995062174,272.51493298315074,87.73680510049378,249.1570683671067,29.11450369257649
2020-07-22 19:54:46.999999+00:00,0.020660891333233383,70.00517517016229,120.54295369111817,70.0,119.99999999999999,2.0504027632073587,88.14952599221475,87.94959723679264,52.85511322858528,8.479045344988094
2020-07-31 19:22:38.199999+00:00,0.010242439428456552,69.99645305658447,119.73098813428034,70.0,119.99999999999999,1.02072830189924,267.920471792104,88.97927169810076,46.10511376275585,4.42347209376218
2020-08-02 07:11:54.899999+00:00,0.035750277945924704,69.99499249325754,120.93951971574779,70.0,119.99999999999999,3.58053867203472,90.45060299606817,86.41946132796528,233.32568548695963,30.603988584094807
