,mission,datetime,viewing_zenith_angle,viewing_azimuth_angle,solar_zenith_angle,solar_azimuth_angle
0,TRUTHS,2020-03-21 04:00,3.370009025393074,87.33477138278951,69.60944940128965,178.33352879822053
1,TRUTHS,2020-03-30 03:28,0.3039681240336733,94.35405555726254,66.33875875810566,170.2715991669604
2,TRUTHS,2020-04-08 02:56,2.765584615142373,268.8209622221148,63.534351498786236,161.87456368064437
3,TRUTHS,2020-04-21 01:59,3.023608413179602,87.96483061919898,60.977088379212105,146.1852676436052
4,TRUTHS,2020-04-30 01:27,0.0549809927170343,305.0806479080764,59.77692092875179,137.081339172434
5,TRUTHS,2020-05-09 00:55,3.13145100658636,269.1205166858932,59.27898494804269,127.86286831005972
6,TRUTHS,2020-05-21 23:57,2.753383653061689,88.52126863535713,60.68179553983584,111.86155263112047
7,TRUTHS,2020-05-30 23:25,0.3349586742044863,266.4701628502362,61.96933079395882,102.99636158546272
8,TRUTHS,2020-06-08 22:53,3.4093741050537147,269.15158110946544,63.884996606928325,94.44311904638408
9,TRUTHS,2020-06-19 10:10,1.895221579507236,270.9734520198343,68.83641205948753,280.5356463302208
10,TRUTHS,2020-06-21 21:56,2.4182314679365646,87.61325752831785,68.54352736436626,80.2497141735773
11,TRUTHS,2020-07-02 09:13,3.871276684818284,90.6112004517994,64.14873491917619,266.40778770007773
12,TRUTHS,2020-07-11 08:41,0.8120759749880335,91.25297475052572,62.20818644671308,257.92773980961096
13,TRUTHS,2020-07-20 08:09,2.263194899506217,272.51493298315074,60.88549630742351,249.1570683671067
14,TRUTHS,2020-08-02 07:11,3.58053867203472,90.45060299606816,59.39601141590519,233.32568548695963
15,TRUTHS,2020-08-11 06:39,0.5042807704981271,92.83225347222904,59.81639590777458,224.222133429704
16,TRUTHS,2020-08-20 06:07,2.5828080727371088,272.2738456716753,60.92044079504033,215.22732573663583
17,TRUTHS,2020-09-02 05:10,3.295483349632775,89.99920257488068,63.29093242058296,199.6795022554704
18,TRUTHS,2020-09-11 04:38,0.208989927660923,92.47562585212344,65.9670068683653,191.36584949731215
19,TRUTHS,2020-09-20 04:06,2.8580360783685137,272.52722307676424,69.10588028339362,183.3812175179342
20,Sentinel2,2020-03-23 04:08,1.699972313117442,287.78090903443575,68.80830381221718,-179.44457216231103
21,Sentinel2,2020-03-26 04:18,8.256848969285457,299.7467993131688,67.6577534283708,-176.57650496233052
22,Sentinel2,2020-03-30 03:58,5.6543176509714215,115.02660698532885,66.0785335594552,178.26036965702716
23,Sentinel2,2020-04-02 04:07,1.1064469186761272,297.28917321600034,64.91325281226872,-178.83677016770517
24,Sentinel2,2020-04-05 04:17,7.729062424619087,304.1367898689883,63.80769519920237,-175.9035251729878
25,Sentinel2,2020-04-09 03:57,6.231633525360252,114.83335026715086,62.27119843924074,178.78605117546783
26,Sentinel2,2020-04-12 04:06,0.5308904284627829,297.0873011434746,61.169869458723596,-178.26086676004877
27,Sentinel2,2020-04-15 04:16,7.144592178983444,299.35899229808837,60.137163021461774,-175.28028229789976
28,Sentinel2,2020-04-19 03:56,6.813568270962719,114.63836190948567,58.68288992117849,179.21391158148828
29,Sentinel2,2020-04-22 04:06,0.050663779823239,116.83328255258503,57.67192719737151,-177.80877577002536
30,Sentinel2,2020-04-25 04:15,6.577899544693835,299.16279217859335,56.73733986987264,-174.8125239979544
31,Sentinel2,2020-04-29 03:55,7.447082654020065,120.86845670121367,55.40653178114199,179.46801057702487
32,Sentinel2,2020-05-02 04:05,0.638282975314155,116.69955135647005,54.51029821665965,-177.56265451213497
33,Sentinel2,2020-05-05 04:14,6.004957666370927,298.9649594138334,53.69722239858028,-174.57499360936214
34,Sentinel2,2020-05-09 03:54,7.994285687517262,114.24247921423463,52.53214103381095,179.45731420684425
35,Sentinel2,2020-05-12 04:04,1.316533245236613,95.9022929968995,51.7728651904444,-177.59073564610398
36,Sentinel2,2020-05-15 04:14,5.4256945982614155,298.7654666099187,51.102770160424114,-174.6263972731312
37,Sentinel2,2020-05-19 03:53,8.594842506805051,114.0410595798072,50.14524242839248,179.1646206732279
38,Sentinel2,2020-05-22 04:03,1.8630682354162218,106.09362006357262,49.543017531315606,-177.91553924217888
39,Sentinel2,2020-05-25 04:13,4.8395572838848295,298.5638400111427,49.03485604279283,-174.99052433322876
40,Sentinel2,2020-05-29 03:52,9.20294885236406,113.8378422476983,48.32365883908218,178.58375080685946
41,Sentinel2,2020-06-01 04:02,2.462761336383508,123.4629602369946,47.89534688873877,-178.5255458021006
42,Sentinel2,2020-06-04 04:12,4.245725703156964,298.35879064068484,47.56475045522124,-175.64415590956284
43,Sentinel2,2020-06-08 03:52,9.818467012446774,113.63169149472589,47.1316718149649,177.76655274598485
44,Sentinel2,2020-06-11 04:01,3.0592567748633286,115.89211273028032,46.88958980600352,-179.37153359534574
45,Sentinel2,2020-06-14 04:11,3.6433981554085477,298.15204995387006,46.74759432294011,-176.51236353589553
46,Sentinel2,2020-06-17 04:21,10.127905852549716,300.41307368902307,46.70586234206633,-173.6601688734056
47,Sentinel2,2020-06-21 04:00,3.683765932047578,115.6836811557151,46.563886975332004,179.6686460602867
48,Sentinel2,2020-06-24 04:10,3.035971171630848,295.0325020799413,46.61545852345529,-177.4755146446004
49,Sentinel2,2020-06-27 04:20,9.543405944931251,300.2027696264267,46.76749738373817,-174.62755271720974
50,Sentinel2,2020-07-01 03:59,4.315368720775922,115.47386641852727,46.92897431527015,178.72846238184192
51,Sentinel2,2020-07-04 04:09,3.5387370736018227,250.68026093065797,47.17256355875884,-178.3744557308625
